start,end
黑龙江济仁康媛颗粒,康媛颗粒
旭东海普依托泊苷注射液,依托泊苷注射液
润弘本草制药三黄片,三黄片
国润制药度米芬含片,度米芬含片
郑州协和血尿胶囊,血尿胶囊
美罗中药伤科接骨片,伤科接骨片
四川依科夏桑菊颗粒,夏桑菊颗粒
瑞奥奥美拉唑肠溶片,奥美拉唑肠溶片
湘北威尔曼注射用硫普罗宁,注射用硫普罗宁
肇东华富药业托西酸舒他西林,托西酸舒他西林胶囊
奥美拉唑肠溶胶囊,奥美拉唑肠溶胶囊
玉川谷维素片,谷维素片
陕西步长高新复方石韦胶囊,复方石韦胶囊
泰华天然生物芪枣颗粒,芪枣颗粒
天医生物制药胰岛素注射液,胰岛素注射液
太极绵阳制药五子衍宗丸,五子衍宗丸
英迪特,注射用胞磷胆碱钠肌苷
广东南国过氧化氢溶液,过氧化氢溶液
牡丹江灵泰藻酸双酯钠片,藻酸双酯钠片
英平药业降脂减肥片,降脂减肥片
力源制药抑亢散,抑亢散
湖北纽兰一清颗粒,一清颗粒
京西药业碳酸氢钠注射液,碳酸氢钠注射液
仁仁益康胶囊,益康胶囊
金耀药业氢化可的松注射液,氢化可的松注射液
天津力生制药碳酸氢钠片,碳酸氢钠片
广东宏远注射用硝普钠,注射用硝普钠
信谊万象氨甲环酸片,氨甲环酸片
广东华润顺峰盐酸苯海拉明片,盐酸苯海拉明片
广东环球制药贝诺酯片,贝诺酯片
中和制药三维鱼肝油乳,三维鱼肝油乳
辽宁康博士丙硫氧嘧啶片,丙硫氧嘧啶片
陕西康乐甘露醇注射液,甘露醇注射液
葵花药业集团重庆小葵花儿童制,小儿智力糖浆
安徽济人依托红霉素颗粒,依托红霉素颗粒
黄河中药复方斑蝥胶囊,复方斑蝥胶囊
圆星得欣,尼美舒利胶囊
敏克盐酸异丙嗪片,盐酸异丙嗪片
沈阳施德青霉素V钾片,青霉素V钾片
湖南五洲通盐酸左氧氟沙星注,盐酸左氧氟沙星注射液
卓邦溶菌酶含片,溶菌酶含片
河南辅仁怀庆堂维生素B6注,维生素B6注射液
旭东海普氢溴酸加兰他敏注射,氢溴酸加兰他敏注射液
南少林药业苦参碱氯化钠注射,苦参碱氯化钠注射液
江西科伦盐酸溴己新葡萄糖注,盐酸溴己新葡萄糖注射液
东方龙大活络丸,大活络丸
江苏鹏鹞盐酸普罗帕酮注射液,盐酸普罗帕酮注射液
江苏正大丰海盐酸托莫西汀胶,盐酸托莫西汀胶囊
渊源药业小儿乳酸菌素片,小儿乳酸菌素片
本溪仙草堂西黄丸,西黄丸
诚信制药接骨续筋片,接骨续筋片
万荣药业血塞通注射液,血塞通注射液
人民药业复方胆通胶囊,复方胆通胶囊
皇隆阿米卡星洗剂,阿米卡星洗剂
德国礼达迈之灵片,迈之灵片
同济堂氨甲环酸片,氨甲环酸片
华润双鹤注射用硝普钠,注射用硝普钠
雅塑奥利司他胶囊,奥利司他胶囊
睿鹰先锋注射用卡铂,注射用卡铂
辽宁成大人用狂犬病疫苗,Vero细胞
陕西立众颠茄片,颠茄片
佳加复方甘草酸苷片,复方甘草酸苷片
成都第一苦参碱栓,苦参碱栓
黑龙江天龙药业富马酸酮替芬,富马酸酮替芬滴鼻液
北京益民药业盐酸氯丙嗪片,盐酸氯丙嗪片
山东方明酒石酸美托洛尔注射,酒石酸美托洛尔注射液
健民调经养颜片,调经养颜片
万通消炎利胆片,消炎利胆片
苏州弘森螺内酯胶囊,螺内酯胶囊
华森奥利司他胶囊,奥利司他胶囊
白鹤制药消炎利胆片,消炎利胆片
鹤壁中药排毒清脂片,排毒清脂片
兖州生宝盐酸硫必利片,盐酸硫必利片
恒顺药业甘油果糖氯化钠注射,甘油果糖氯化钠注射液
华北制药聚甲酚磺醛栓,聚甲酚磺醛栓
誉利注射用左卡尼汀,注射用左卡尼汀
广州白云山光华度米芬含片,度米芬含片
广东新峰肿节风注射液,肿节风注射液
龙泰制药鸦胆子油口服乳液,鸦胆子油口服乳液
信谊溴新斯的明片,溴新斯的明片
吉林吉春人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
联环药业辛伐他汀片,辛伐他汀片
山西振东泰盛注射用阿洛西林,注射用阿洛西林钠
广东卫伦人血白蛋白,人血白蛋白
西安海欣胞磷胆碱钠氯化钠注,胞磷胆碱钠氯化钠注射液
江苏恒新药业眼氨肽注射液,眼氨肽注射液
吉林东丰麝香接骨胶囊,麝香接骨胶囊
白云山医药奋乃静片,奋乃静片
贵州德良方益肾养元颗粒,益肾养元颗粒
高三尖杉酯碱注射液,高三尖杉酯碱注射液
陕西东泰制药翁沥通颗粒,翁沥通颗粒
江西红星口服葡萄糖,口服葡萄糖
无锡济民可信山禾溴丙胺太林,溴丙胺太林片
湖北远大天天明双氯芬酸钠滴,双氯芬酸钠滴眼液
正清制药盐酸左氧氟沙星注射,盐酸左氧氟沙星注射液
广东逸舒羧甲司坦片,羧甲司坦片
诺得胜制药和血胶囊,和血胶囊
江苏福邦阿达帕林凝胶,阿达帕林凝胶
公主岭红光碘化钾片,碘化钾片
DELPHARMLILLE,戊酸雌二醇片
江苏亚邦爱普森盐酸普萘洛尔,盐酸普萘洛尔片
六药氯霉素片,氯霉素片
以岭大败毒胶囊,大败毒胶囊
衡山药业西咪替丁片,西咪替丁片
山东大陆肌苷注射液,肌苷注射液
威乐瑞,注射用左卡尼汀
陕西天洋归脾丸,归脾丸
武汉钧安补中益气片,补中益气片
信谊天平醋酸甲羟孕酮片,醋酸甲羟孕酮片
盐酸氨溴索糖浆,盐酸氨溴索糖浆
北京中新复方磺胺甲噁唑片,复方磺胺甲噁唑片
四川光大九味益脑颗粒,九味益脑颗粒
吉林辉南长龙生化胰岛素注射,胰岛素注射液
广东九连山氯霉素片,氯霉素片
广东华天宝龟鹿补肾口服液,龟鹿补肾口服液
石药集团磷酸氯喹片,磷酸氯喹片
悦康仙,注射用重组人白介素-2
朝晖药业呋塞米片,呋塞米片
宜昌人福甲磺酸培氟沙星片,甲磺酸培氟沙星片
白云山螺旋藻片,螺旋藻片
江西天施康中药复方杏香兔耳,复方杏香兔耳风颗粒
HDCV,人二倍体细胞
奇星药业千柏鼻炎片,千柏鼻炎片
宜昌长江克拉霉素片,克拉霉素片
中新达仁堂天王补心丸,天王补心丸
丽生斯泰,注射用肌氨肽苷
注射用异环磷酰胺,注射用异环磷酰胺
同仁堂武力拔寒散,武力拔寒散
振东泰盛注射用盐酸尼莫司汀,注射用盐酸尼莫司汀
星斗药业碳酸氢钠片,碳酸氢钠片
亚东生物护肝片,护肝片
隆中药业金银花露,金银花露
优胜美特头孢地尼胶囊,头孢地尼胶囊
依尼舒达沙替尼片,达沙替尼片
华阳制药依托红霉素片,依托红霉素片
威尔曼制药紫杉醇注射液,紫杉醇注射液
金鸿药业头孢拉定颗粒,头孢拉定颗粒
彼迪明,胞磷胆碱钠氯化钠注射液
武汉生物制品人血白蛋白,人血白蛋白
国大药业盐酸丙卡特罗片,盐酸丙卡特罗片
佳能达华禹制药如意定喘丸,如意定喘丸
重庆华邦卤米松乳膏,卤米松乳膏
恒健过氧化氢溶液,过氧化氢溶液
太平无极膏,无极膏
舒朗,盐酸赖氨酸氯化钠注射液
誉隆亚东药业复方吡拉西坦脑,复方吡拉西坦脑蛋白水解物片
美康药业复方右旋糖酐70滴,复方右旋糖酐70滴眼液
蒙耀通关前列安通胶囊,前列安通胶囊
银涛药业痔速宁胶囊,痔速宁胶囊
北京万辉双鹤硫酸锌片,硫酸锌片
新宝制药注射用尿激酶,注射用尿激酶
海南中和注射用更昔洛韦,注射用更昔洛韦
上海信谊维生素C注射液,维生素C注射液
注射用血栓通,冻干
天方药业盐酸克林霉素胶囊,盐酸克林霉素胶囊
天天乐药业蛇胆川贝液,蛇胆川贝液
迪沙药业头孢克肟片,头孢克肟片
吉林华威维肝福泰片,维肝福泰片
优华药业别嘌醇片,别嘌醇片
广州康和甲巯咪唑片,甲巯咪唑片
天洋制药龙胆泻肝丸,龙胆泻肝丸
广东逢春安胎丸,安胎丸
东新药业保胎灵,保胎灵
海王福药溴丙胺太林片,溴丙胺太林片
信谊盐酸胺碘酮片,盐酸胺碘酮片
北京御生堂明目地黄丸,明目地黄丸
吉林辉南三和复方胆通胶囊,复方胆通胶囊
江苏四环盐酸维拉帕米片,盐酸维拉帕米片
美吡达,格列吡嗪片
黑龙江济仁三七胶囊,三七胶囊
河北医大制药硫酸软骨素滴眼,硫酸软骨素滴眼液
同仁堂当归苦参丸,当归苦参丸
诺邦,克拉霉素缓释片
仲景天智颗粒,天智颗粒
广东南国葡萄糖注射液,葡萄糖注射液
卜可,盐酸二甲双胍缓释片
山西太行脑血康片,脑血康片
葫芦娃注射用头孢呋辛钠,注射用头孢呋辛钠
康哲盐酸纳洛酮注射液,盐酸纳洛酮注射液
北京同仁堂医痫丸,医痫丸
北京曙光盐酸普罗帕酮片,盐酸普罗帕酮片
先声药业双氯芬酸钠缓释胶囊,双氯芬酸钠缓释胶囊
江苏四环曲匹布通片,曲匹布通片
同源制药小儿止咳糖浆,小儿止咳糖浆
升和药业盐酸倍他司汀口服液,盐酸倍他司汀口服液
百喻氯喹那多/普罗雌烯阴道,氯喹那多/普罗雌烯阴道片
天天明制药氯霉素滴眼液,氯霉素滴眼液
青海格拉丹东回生甘露丸,回生甘露丸
联合药业生血宁片,生血宁片
北京同仁堂药酒骨刺消痛液,骨刺消痛液
成纪生物甘露醇注射液,甘露醇注射液
天康药业化瘀祛斑胶囊,化瘀祛斑胶囊
山东新华醋酸氢化可的松滴眼,醋酸氢化可的松滴眼液
大同卫华己酮可可碱肠溶片,己酮可可碱肠溶片
朗致集团依托泊苷注射液,依托泊苷注射液
泰华堂祛风止痒口服液,祛风止痒口服液
济南康福生高锰酸钾外用片,高锰酸钾外用片
华南药业肌苷片,肌苷片
湖南德海增光胶囊,增光胶囊
通用三洋注射用头孢曲松钠,注射用头孢曲松钠
深圳万乐注射用盐酸吡柔比星,注射用盐酸吡柔比星
根本垂盆草颗粒,垂盆草颗粒
泾渭固肠止泻丸,固肠止泻丸
绿因药业妇女痛经颗粒,妇女痛经颗粒
亚宝人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
北京中新盐酸小檗碱片,盐酸小檗碱片
阿达帕林凝胶,阿达帕林凝胶
海南海神同洲维生素E软胶囊,维生素E软胶囊
国药集团武汉中联四药药业三,三维制霉素栓
润弘制药氯霉素注射液,氯霉素注射液
无锡药业云南白药创可贴,云南白药创可贴
健民关节克痹丸,关节克痹丸
泰康药业利巴韦林注射液,利巴韦林注射液
希爱力,他达拉非片
江西珍视明氯霉素滴眼液,氯霉素滴眼液
德昌祥儿童回春丸,儿童回春丸
华中药业葡醛内酯片,葡醛内酯片
石家康力药业醋酸地塞米松片,醋酸地塞米松片
津华晖星阿昔洛韦片,阿昔洛韦片
云南白药乳酸菌素片,乳酸菌素片
葵花药业盐酸阿普林定片,盐酸阿普林定片
北京羚锐麝香壮骨膏,麝香壮骨膏
武汉五景盐酸硫必利片,盐酸硫必利片
北京同仁堂小儿至宝丸,小儿至宝丸
九芝堂金鼎止血镇痛胶囊,止血镇痛胶囊
千金妇科千金片,妇科千金片
东药阿奇霉素胶囊,阿奇霉素胶囊
恒瑞医药丙戊酸钠片,丙戊酸钠片
哈药生物注射用甲硫氨酸维B,注射用甲硫氨酸维B1
黑龙江天龙联苯苄唑乳膏,联苯苄唑乳膏
山西普德紫杉醇注射液,紫杉醇注射液
信谊吡嗪酰胺片,吡嗪酰胺片
同仁堂制药厂救急散,救急散
云昆参苓健脾胃颗粒,参苓健脾胃颗粒
沈阳东陵哈西奈德溶液,哈西奈德溶液
威特药业枸橼酸铋钾颗粒,枸橼酸铋钾颗粒
厚生药业垂盆草颗粒,垂盆草颗粒
双吉制药复方鱼肝油氧化锌软,复方鱼肝油氧化锌软膏
湖南迪诺盐酸左氧氟沙星片,盐酸左氧氟沙星片
上海中西三维卡马西平片,卡马西平片
中狮厄贝沙坦分散片,厄贝沙坦分散片
健民大鹏复方小儿退热栓,复方小儿退热栓
白云山和黄中药毛冬青胶囊,毛冬青胶囊
康乃尔药业吡拉西坦葡萄糖注,吡拉西坦葡萄糖注射液
星斗药业盐酸克林霉素胶囊,盐酸克林霉素胶囊
昔利,盐酸西替利嗪片
鹿王制药利心丸,利心丸
福州海王福药叶酸片,叶酸片
浙江大德阿奇霉素肠溶片,阿奇霉素肠溶片
西南二药磷酸氯喹片,磷酸氯喹片
江西天施康肿节风注射液,肿节风注射液
同达药业盐酸左氧氟沙星胶囊,盐酸左氧氟沙星胶囊
云昆舒肝颗粒,舒肝颗粒
中兴药业盐酸阿普林定片,盐酸阿普林定片
太极集团复方熊胆薄荷含片,复方熊胆薄荷含片
青海帝玛尔回生甘露丸,回生甘露丸
辽宁绿丹红霉素肠溶胶囊,红霉素肠溶胶囊
德众源吉林甘和茶,源吉林甘和茶
紫光辰济磁朱丸,磁朱丸
嘉美得制药醋酸泼尼松片,醋酸泼尼松片
扬子江药业黄芪精,黄芪精
广西千珍消炎利胆片,消炎利胆片
金世复方环磷酰胺片,复方环磷酰胺片
广州白云山光华维生素B2片,维生素B2片
运佳黄浦硝酸咪康唑乳膏,硝酸咪康唑乳膏
北海国发胃肠宁颗粒,胃肠宁颗粒
恒健制药曲安奈德新霉素贴膏,曲安奈德新霉素贴膏
辅仁降脂通便胶囊,降脂通便胶囊
信谊甲氨蝶呤片,甲氨蝶呤片
青岛金峰复方甘草酸单铵S氯,复方甘草酸单铵S氯化钠注射液
天龙药业益肝灵片,益肝灵片
河北天成药业羧甲司坦片,羧甲司坦片
吉林康乃尔胸腺肽肠溶片,胸腺肽肠溶片
四川天德制药阿苯达唑片,阿苯达唑片
森科制药夏枯草片,夏枯草片
海南通用康力注射用更昔洛韦,注射用更昔洛韦
环科药业甲硝唑片,甲硝唑片
艾迪莎,美沙拉秦缓释颗粒剂
誉隆亚东药业抑亢丸,抑亢丸
辽宁金丹药业醒脑安神片,醒脑安神片
武汉中联螺内酯片,螺内酯片
深圳泰康制药红金消结片,红金消结片
阿莫仙阿莫西林胶囊,阿莫西林胶囊
临汾宝珠谷维素片,谷维素片
天津金耀酚磺乙胺注射液,酚磺乙胺注射液
福建太平洋制药阿昔洛韦乳膏,阿昔洛韦乳膏
广州珠江制药六合维生素丸,六合维生素丸
干维康复方蚂蚁养肝胶囊,复方蚂蚁养肝胶囊
辰欣药业盐酸左氧氟沙星注射,盐酸左氧氟沙星注射液
西藏神猴药业二十味肉豆蔻丸,二十味肉豆蔻丸
御金丹药业明目地黄丸,明目地黄丸
扶正结核丸,结核丸
希路信,头孢呋辛酯片
希尔安药业消癌平片,消癌平片
宝庆杞菊地黄丸,杞菊地黄丸
金峰制药盐酸氨溴索葡萄糖注,盐酸氨溴索葡萄糖注射液
山东方明环磷腺苷葡胺注射液,环磷腺苷葡胺注射液
山西云鹏制药齐墩果酸片,齐墩果酸片
千金协力药业妇康宝颗粒,妇康宝颗粒
北京同仁堂杞菊地黄丸,杞菊地黄丸
沈阳管城关节止痛膏,关节止痛膏
长春天诚苦参碱氯化钠注射液,苦参碱氯化钠注射液
济民可信金水宝胶囊,金水宝胶囊
精优药业转移因子口服溶液,转移因子口服溶液
锦州本天复方紫荆皮水杨酸溶,复方紫荆皮水杨酸溶液
泰勒宁,氨酚羟考酮片
西洛他唑胶囊,西洛他唑胶囊
田可,环孢素软胶囊
彼迪药业别嘌醇片,别嘌醇片
俞列雨复方克霉唑乳膏,复方克霉唑乳膏
正安医药酒石酸美托洛尔注射,酒石酸美托洛尔注射液
金海堂润肌皮肤膏,润肌皮肤膏
新博阿奇霉素颗粒,阿奇霉素颗粒
辅酶Q10胶囊,辅酶Q10胶囊
北京曙光药业卡托普利片,卡托普利片
中一清泻丸,清泻丸
英联生物肝素钠注射液,肝素钠注射液
广西维威制药石淋通颗粒,石淋通颗粒
力特辛,醋酸奥曲肽注射液
国瑞药业注射用头孢哌酮钠舒,注射用头孢哌酮钠舒巴坦钠
金辛金丐特葡萄糖酸钙锌口服,葡萄糖酸钙锌口服溶液
全星制药注射用布美他尼,注射用布美他尼
深圳中联格列齐特缓释片,格列齐特缓释片
耐乐品,盐酸罗哌卡因注射液
信谊熊去氧胆酸片,熊去氧胆酸片
维畅舒健脾补血颗粒,健脾补血颗粒
科田药业硝酸咪康唑乳膏,硝酸咪康唑乳膏
北京中新维生素C片,维生素C片
黄河药业硬脂酸红霉素片,硬脂酸红霉素片
飞鸽小儿咳喘灵颗粒,小儿咳喘灵颗粒
汇德立康伏立康唑胶囊,伏立康唑胶囊
延安常泰鸦胆子油口服乳液,鸦胆子油口服乳液
山东方明替硝唑片,替硝唑片
华中药业马来酸氯苯那敏片,马来酸氯苯那敏片
河南神农药业清开灵注射液,清开灵注射液
广州康和螺内酯片,螺内酯片
湖北午时宫炎康颗粒,宫炎康颗粒
白云山和黄中药加味藿香正气,加味藿香正气丸
里亚金,重组人粒细胞刺激因子注射液
国药集团广东环球制药依托红,依托红霉素片
天方苍苓止泻口服液,苍苓止泻口服液
福建太平洋制药硝酸咪康唑乳,硝酸咪康唑乳膏
山西旺龙神农跌打丸,跌打丸
运佳黄浦鞣柳硼三酸散,鞣柳硼三酸散
云南云河清肺抑火片,清肺抑火片
山西远景康业依托红霉素颗粒,依托红霉素颗粒
山西华康鼻炎灵片,鼻炎灵片
北京协和高三尖杉酯碱注射液,高三尖杉酯碱注射液
杭州天诚药业参归生发酊,参归生发酊
江苏亚邦爱普森叶酸片,叶酸片
湖北潜江注射用尿激酶,注射用尿激酶
益欣雪,阿司匹林肠溶胶囊
海鲸药业维生素A软胶囊,维生素A软胶囊
宝珠制药复方芦丁片,复方芦丁片
武汉五景托吡卡胺滴眼液,托吡卡胺滴眼液
陕西京西碳酸氢钠注射液,碳酸氢钠注射液
星斗药业维生素B1片,维生素B1片
金恺威骨刺消痛胶囊,骨刺消痛胶囊
河南远大生物人用狂犬病疫苗,地鼠肾细胞
郑环甲硝唑片,甲硝唑片
国帝药业聚甲酚磺醛栓,聚甲酚磺醛栓
唐山利康林旦乳膏,林旦乳膏
白云山消炎利胆片,消炎利胆片
创必宁复方磺胺嘧啶锌凝胶,复方磺胺嘧啶锌凝胶
紫鑫药业四妙丸,四妙丸
仁源堂健肝灵胶囊,健肝灵胶囊
光辉奋乃静片,奋乃静片
旭东海普门冬氨酸钾镁口服溶,门冬氨酸钾镁口服溶液
广东科伦阿昔洛韦乳膏,阿昔洛韦乳膏
甘肃益尔乙肝清热解毒胶囊,乙肝清热解毒胶囊
湖南科伦制药注射用磷霉素钠,注射用磷霉素钠
新乡华青硫软膏,硫软膏
辽宁天龙果糖二磷酸钠注射液,果糖二磷酸钠注射液
